id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19043909,The Old Barn at Trymwood,30657520,Jane,,Westbury-on-Trym & Henleaze,51.49474,-2.61294,Entire home/apt,175,3,2,2018/8/4,0.04,1,223,0,
19160216,Light rustic-feel double room overlooking garden,29264344,Sarah,,Easton,51.46378,-2.56361,Private room,29,2,48,2020/2/29,1.09,2,23,0,
19179907,"Fresh, safe, peaceful room. 20min walk to station",20100235,Shelley,,Windmill Hill,51.43953,-2.57385,Private room,33,1,88,2018/9/8,2.16,2,0,8,
19222171,Lovely garden flat in Bristol,17886038,Nik,,Horfield,51.49378,-2.58073,Entire home/apt,64,30,175,2019/11/11,3.33,1,40,0,
19305877,"Super king bed, in modern spacious house with gym.",16411889,Peter,,Southville,51.44242,-2.61795,Private room,47,1,85,2021/8/29,1.86,2,0,10,
19309655,"""An oasis"" fully furnished Shared House",135223045,Lydia,,Southmead,51.50364,-2.59813,Private room,28,7,6,2021/8/22,0.13,1,225,3,
19404132,Great Large Clifton Townhouse-Clifton Village,65192629,Hopewell,,Clifton,51.45472,-2.62206,Entire home/apt,169,1,167,2021/8/4,3.88,141,0,18,
19438226,"Modern fab ensuite double, harbour, inc. breakfast",1455341,Kieran,,Central,51.44778,-2.59275,Private room,46,2,344,2020/1/6,6.69,2,22,7,
19476170,STUNNING city-centre 3 bed. River views + Parking,22748171,Charlotte,,Central,51.45417,-2.59309,Entire home/apt,337,2,138,2021/8/15,2.9,1,298,38,
19517152,Characterful and Colourful House with Roof Garden,11413122,Tony,,Ashley,51.46691,-2.58596,Entire home/apt,200,3,8,2021/9/6,0.3,3,4,1,
19598894,Smart  room good size,11688600,Theo,,Bishopston & Ashley Down,51.48534,-2.58778,Private room,35,30,10,2019/8/27,0.2,2,112,0,
19618652,Galley-style single bedroom in Victorian flat,53860807,Paul,,Windmill Hill,51.4378,-2.59728,Private room,19,1,161,2019/12/20,3.97,2,22,0,
19672073,Iris's Flat,132437590,Iris,,Ashley,51.46653,-2.57894,Private room,24,50,1,2017/7/16,0.02,1,76,0,
19765675,Self contained comfortable flat heart of Clifton,27487573,Flora,,Clifton,51.45618,-2.61256,Entire home/apt,77,2,38,2019/11/19,0.73,1,23,7,
19800251,"Central, spacious townhouse with fantastic views",12125208,Alexander,,Ashley,51.47194,-2.58396,Entire home/apt,150,3,14,2021/8/30,0.52,1,81,3,
19827105,Bright and cosy double room with en-suite,76501535,John,,Windmill Hill,51.43881,-2.59626,Private room,200,1,1,2017/9/2,0.02,1,0,0,
19838468,Lower Park Apartments Studio 10,65192629,Hopewell,,Central,51.4557,-2.5994,Hotel room,80,1,32,2021/8/3,0.79,141,0,8,
19852743,Lovely bright 2 bed house in centre of Southville,12502153,Abigail,,Southville,51.44403,-2.60977,Entire home/apt,80,4,0,,,1,0,0,
19852820,Central Apartment Near Cabot Circus,65192629,Hopewell,,Lawrence Hill,51.45759,-2.58326,Entire home/apt,162,1,120,2020/8/25,2.32,141,0,15,
19907560,Spacious room. 20min walk to Station,20100235,Shelley,,Windmill Hill,51.43927,-2.57427,Private room,37,1,83,2019/8/11,1.91,2,5,8,
19940723,"Cozy Double bedroom - garden, transfer",118400883,Rafal,,St George Troopers Hill,51.45253,-2.52578,Private room,54,1,61,2021/9/28,1.37,2,0,8,
20003400,5* stunning townhouse. 15 min walk to Harbourside.,67767608,Kirsten,,Windmill Hill,51.4377,-2.59619,Entire home/apt,400,1,58,2018/9/9,1.41,5,230,0,
20003932,Excellent location. Room - stunning Bristol views.,67767608,Kirsten,,Windmill Hill,51.4377,-2.59619,Private room,59,2,8,2017/8/27,8,5,144,5,
20021525,Berkeley Sq Pads 7- yourapartment,125651447,Your Apartment,,Hotwells & Harbourside,51.45481,-2.60643,Entire home/apt,126,1,29,2019/9/14,0.56,59,323,8,
20151729,Private Room 15 mins from Centre,11688600,Theo,,Bishopston & Ashley Down,51.48544,-2.58803,Private room,37,30,2,2021/4/28,0.05,2,318,1,
20205033,"2 Bed, Quiet, Distinctive  Victorian flat",53860807,Paul,,Windmill Hill,51.43825,-2.59835,Entire home/apt,58,2,63,2019/1/1,1.27,2,22,1,
20220989,Towed Town Camping. Cleopatra Caravan.,144059401,Emma,,Lawrence Hill,51.45084,-2.57366,Entire home/apt,59,1,146,2019/8/29,3.46,8,257,19,
20224203,Trendy Central City Pad - Stokes Croft and Cabot,37526160,Adam,,Ashley,51.46202,-2.58733,Entire home/apt,65,2,236,2021/10/22,5.25,4,16,71,
20226244,Beautiful peaceful haven with gorgeous garden,4380557,Mark,,Easton,51.46249,-2.56362,Private room,40,2,14,2021/9/1,0.29,1,133,10,
20229106,"Single bed, cheap and cheerful",6168722,Russ,,Hengrove & Whitchurch Park,51.41691,-2.5642,Private room,24,1,26,2021/10/15,0.51,3,134,4,
20230316,"En-suite loft Room with sauna, South Bristol",6168722,Russ,,Hengrove & Whitchurch Park,51.4167,-2.56218,Private room,34,1,57,2021/10/20,1.17,3,147,9,
20258290,Luxury Riverside Apartment - 2 Bed - sleeps 6,125651447,Your Apartment,,Central,51.45215,-2.59297,Entire home/apt,238,1,35,2021/8/16,0.69,59,324,8,
20259846,The Urban Cabin - Self contained stylish living,9062901,Debbie & Gildas,,Easton,51.46123,-2.56156,Entire home/apt,86,1,257,2020/10/7,6.47,1,67,49,
20264203,Lovely room with great views in great location.,67767608,Kirsten,,Windmill Hill,51.4377,-2.59619,Private room,55,1,5,2021/7/30,0.52,5,21,5,
20277463,One Bedroom in a shared house very stylish.,130780432,Karla,,Hillfields,51.47613,-2.53223,Private room,70,1,15,2020/2/29,0.3,2,208,0,
20280999,Towed Town Camping. Mia Caravan,144059401,Emma,,Lawrence Hill,51.45214,-2.57451,Entire home/apt,63,1,99,2017/10/15,2.17,8,246,6,
20281138,Clifton Apartment|15% Weekly|25% Monthly Discounts,144636094,Jessica,,Clifton,51.45595,-2.61239,Entire home/apt,121,1,229,2021/1/5,4.56,1,325,44,
20316605,Beaconsfield Road,144943820,Jennifer,,St George West,51.45864,-2.54423,Private room,30,1,207,2021/8/30,4.59,1,0,41,
20320907,Towed Town Camping. Asha Caravan,144059401,Emma,,Lawrence Hill,51.45074,-2.57211,Entire home/apt,63,1,104,2020/2/12,2.61,8,251,6,
20321220,Towed Town Camping. Elsie Caravan,144059401,Emma,,Lawrence Hill,51.45137,-2.57689,Entire home/apt,65,1,149,2019/9/6,3.06,8,236,7,
20399382,Cosy loft room in contemporary styled home,58596916,Sheryl,,St George West,51.4642,-2.54788,Private room,35,1,150,2021/9/7,3.03,1,164,31,
20415020,Cheap and cheerful single. South Bristol,6168722,Russ,,Hengrove & Whitchurch Park,51.41662,-2.56374,Private room,24,1,66,2018/4/28,1.57,3,327,5,
20417413,Comfortable family home near Bristol & Bath,94296999,Scott,,Brislington East,51.43436,-2.54981,Entire home/apt,80,2,66,2021/10/3,1.56,1,72,16,
20436880,Beautiful Victorian Home on Gloucester Road (FF),15012517,Sarah,,Ashley,51.47501,-2.59117,Entire home/apt,124,2,90,2020/9/24,2.19,1,169,10,
20437190,Towed Town Camping. Dotty Caravan,144059401,Emma,,Lawrence Hill,51.45073,-2.57243,Entire home/apt,59,1,98,2019/7/12,1.95,8,246,5,
20437428,South Bristol near airport & city,116802663,Penny,,Hartcliffe & Withywood,51.40717,-2.6127,Private room,26,1,44,2021/10/5,3.35,1,337,41,
20443563,Comfortable convenient room in Avonmouth village,2401201,Jane,,Avonmouth & Lawrence Weston,51.49921,-2.69774,Private room,35,3,9,2021/5/16,0.23,3,89,2,
20446547,Bright Apartment with parking - Hopewell,65192629,Hopewell,,Southville,51.44517,-2.59298,Entire home/apt,94,5,138,2020/10/30,3.28,141,0,23,
20492313,Stylish and comfy garden flat in great location,23934191,Emilie,,Cotham,51.46731,-2.60559,Entire home/apt,95,2,127,2018/9/25,2.82,1,12,24,
20509647,Lovely Victorian 3 bed terraced house,146425738,Catherine,,Bedminster,51.43406,-2.60665,Entire home/apt,85,2,339,2020/2/12,7.45,2,256,47,
20552574,"En suit ,Private bathroom and kitchen",146772505,Aynur,,Hengrove & Whitchurch Park,51.42278,-2.56691,Entire home/apt,40,2,17,2018/5/29,0.34,1,46,0,
20556549,Bright airy house within Southville/Ashton area.,146807355,Jerome,,Bedminster,51.43518,-2.61384,Private room,22,3,54,2018/3/18,1.91,1,298,14,
20569155,Indoor Campground.,144059401,Emma,,Lawrence Hill,51.4515,-2.5734,Entire home/apt,615,1,88,2021/7/24,1.8,8,210,11,
20593169,A Spacious 2 Bedroom Flat,40982406,Jake,,Westbury-on-Trym & Henleaze,51.49309,-2.6189,Entire home/apt,94,3,80,2021/9/15,1.58,1,155,12,
20630629,Lovely one bed apartment nr Victoria Park,147495547,Danny,,Windmill Hill,51.43887,-2.58998,Entire home/apt,67,2,167,2019/9/7,3.59,1,274,45,
20660032,Simplistic and quite private room,45935628,Solutions,,Filwood,51.42531,-2.59478,Private room,89,5,0,,,1,90,0,
20690169,Well loved home in Greenbank,6660816,Adela,,Easton,51.46824,-2.55656,Entire home/apt,84,2,42,2017/10/8,0.84,1,44,3,
20695815,The  Box Room 4,57242974,John,,Eastville,51.47355,-2.55969,Private room,17,5,37,2017/12/18,0.88,5,1,4,
20701453,Room for 2 near iconic Bristol's Downs,57397967,Rob,,Westbury-on-Trym & Henleaze,51.47711,-2.60917,Private room,90,1,8,2021/10/7,0.16,1,357,4,
20780388,Modern room in great location - on street parking,24299197,Aline,,Cotham,51.46493,-2.60202,Private room,60,2,77,2019/10/28,1.59,2,319,6,
20795456,"Room in the heart of Bristol, city centre",96943707,Sabrina,,Central,51.45111,-2.59183,Private room,35,1,22,2019/9/15,0.62,1,56,0,
20823818,Charlotte's Charming Clifton Flat - Hopewell,65192629,Hopewell,,Clifton Down,51.45909,-2.61036,Entire home/apt,80,1,120,2019/7/1,2.52,141,0,3,
20878593,Delightful Grade II flat with off street parking,61565193,Sarah & Chris,,Cotham,51.46336,-2.59753,Entire home/apt,89,2,199,2019/11/30,8.1,1,190,41,
20880771,Well equipped studio flat near city centre,149945056,Ian,,Easton,51.46087,-2.55741,Entire home/apt,52,2,119,2021/9/6,2.99,1,98,21,
20966230,Double room in Cotham,14269348,Charlotte,,Cotham,51.46171,-2.59793,Private room,55,1,24,2021/9/19,0.48,1,15,5,
20980557,Modern & spacious apartment near the city centre.,150983756,Tony & Anna,,Filwood,51.43231,-2.6031,Entire home/apt,90,1,186,2021/8/4,6.31,1,164,36,
21008930,"Lovely apartment with  pool, gym and woods",7254449,Tamsin,,Stoke Bishop,51.47241,-2.64247,Entire home/apt,164,1,37,2018/11/18,0.76,2,112,13,
21073476,Cosy single room Bohemia Central,119777015,Louise,,Ashley,51.46602,-2.58512,Private room,28,1,86,2019/9/22,2.11,2,26,13,
21078143,Self-contained Victorian Flat near Whiteladies Rd,124064936,Sarah,,Clifton Down,51.46673,-2.60855,Entire home/apt,77,2,181,2018/10/6,4.48,1,219,37,
21108060,Prime Clifton Location - R&R Guesthouse #1,18054772,Richard & Rebecca,,Clifton Down,51.46,-2.61025,Entire home/apt,152,2,100,2021/9/15,2.23,2,328,27,
21115568,Huge ensuite bedroom midweek city  breaks and work,116501636,Mimi,,Knowle,51.43453,-2.57739,Private room,60,2,0,,,2,71,0,
21115860,Bristol Mansion apartment with off street parking.,116501636,Mimi,,Knowle,51.43593,-2.5768,Entire home/apt,150,2,5,2021/5/4,0.2,2,60,3,
21146053,Bright and peaceful apartment close to centre,12169124,Edna,,St George West,51.45945,-2.54305,Entire home/apt,80,2,41,2021/9/27,1.85,1,1,10,
21212601,Spaciously Georgian Clifton Flat,65192629,Hopewell,,Clifton Down,51.45823,-2.60999,Entire home/apt,120,1,18,2019/8/24,0.37,141,0,0,
21217506,Quirky Cosy Cabin Near Bristol City Centre.,6865698,Kirsty,,Ashley,51.46462,-2.58903,Private room,30,2,291,2021/6/13,6.64,2,324,64,
21236000,Entire flat with great views and a flexible host!,45572644,Liz,,St George Central,51.463,-2.53226,Entire home/apt,42,7,88,2021/1/28,2.1,1,294,2,
21238496,"Cozy room in central Bristol, Stokes Croft",35506760,Donna,,Ashley,51.46313,-2.58848,Private room,37,1,340,2021/4/24,7.08,1,14,78,
21245658,EcoCity Living in an inner city strawbale home.,296064386,Catherine,,Filwood,51.42584,-2.58523,Entire home/apt,52,2,262,2020/9/24,5.93,1,3,2,
21248567,1 Bed Flat 7-min walk from Temple Meads,24353321,Adele,,Windmill Hill,51.4449,-2.57914,Entire home/apt,84,2,37,2020/10/3,0.78,1,205,0,
21270743,Prince Street Studio 13,65192629,Hopewell,,Central,51.4506,-2.59656,Entire home/apt,97,1,61,2018/9/11,1.44,141,0,0,
21388405,Quirky and Cool Christmas Steps 2 bed,65192629,Hopewell,,Central,51.45695,-2.59698,Entire home/apt,145,2,94,2019/9/24,2.12,141,0,7,
21406331,Quayside townhouse on Bristol's historic harbour,155097413,Martin,,Hotwells & Harbourside,51.44638,-2.6186,Entire home/apt,181,2,215,2021/9/29,4.61,1,49,25,
21431303,Bright Double Room in Stylish House,53734866,Marcus,,Windmill Hill,51.44077,-2.5825,Private room,45,2,229,2021/8/18,5,1,163,23,
21470866,"Private bed & bath with TV, centre Clifton Village",9780937,Al,,Clifton,51.45611,-2.62082,Private room,49,1,140,2021/6/13,3.14,1,320,53,
21514520,Oakfield Place - yourapartment,125651447,Your Apartment,,Clifton Down,51.45956,-2.6118,Entire home/apt,238,1,32,2021/7/26,0.67,59,336,6,
21545200,Cosy double room in a clean apartment,90590703,Agi,,Henbury & Brentry,51.51174,-2.6324,Private room,23,2,7,2018/8/5,0.15,1,213,0,
21558913,Luxury Victorian Garden Apartment,156764226,Mark,,Horfield,51.49257,-2.58292,Entire home/apt,144,3,53,2019/2/13,1.12,1,3,5,
21625540,"Bright, Self Contained, En-suite, Private Access",31102099,Jessica,,Knowle,51.43642,-2.57896,Entire home/apt,56,2,219,2021/6/13,5.66,1,316,36,
21654544,A beautiful 1 bed Victorian apartment in Cotham,6040006,Mike,,Cotham,51.46523,-2.59548,Entire home/apt,86,1,63,2020/9/26,1.76,1,31,11,
21665116,Comfy ensuite with park view close to city centre.,130380675,Joanne,,St George West,51.46073,-2.54846,Private room,35,21,40,2018/8/26,1.2,1,54,1,
21672041,Prince Street Studio 12,65192629,Hopewell,,Central,51.45056,-2.59623,Entire home/apt,80,1,141,2021/8/8,3.31,141,20,30,
21672726,Prince Street 15,65192629,Hopewell,,Central,51.4506,-2.59656,Hotel room,86,1,31,2018/3/22,0.66,141,0,0,
21673472,superbly  appointed 3 bed,150717640,Angela,,Avonmouth & Lawrence Weston,51.49738,-2.64686,Entire home/apt,149,5,1,2019/4/26,0.03,1,365,0,
21706600,What a view!,27909992,Jeremy,,St George Troopers Hill,51.45123,-2.53289,Private room,27,1,3,2021/9/29,0.06,2,134,2,
21763280,Room in new warehouse-convert flat by waterfront.,154321007,Henry,,Central,51.44927,-2.59008,Private room,55,1,158,2019/11/26,3.96,1,50,40,
21797474,7 Southover Close Westbury On Trym Bristol,158665944,Victoria,,Westbury-on-Trym & Henleaze,51.49872,-2.61977,Private room,50,5,0,,,1,83,0,
21845207,FunkyVan,36473704,Bego,,Easton,51.45629,-2.5553,Private room,25,1,79,2018/8/22,2.35,1,354,27,
21878988,Beautiful Harbourside Central Victorian House,6788741,Max,,Hotwells & Harbourside,51.45031,-2.61857,Entire home/apt,199,2,233,2019/8/5,5.58,1,117,27,
21882049,Coronavirus FREE lovely  double bedroom ....,159626669,Joan,,Westbury-on-Trym & Henleaze,51.48982,-2.62187,Private room,30,2,17,2020/9/11,0.38,3,112,0,
21923106,"Spacious, lovely double rm in stylish & comfy home",21869652,Josie,,Lawrence Hill,51.45239,-2.55952,Private room,45,2,52,2021/10/22,1.14,2,81,13,
21962768,Cosy double bedroom,58208888,Dominique,,Hillfields,51.4787,-2.51566,Private room,45,2,1,2019/6/5,0.03,1,0,0,
21975514,Comfortable single bedroom,160446572,Guy,,St George Central,51.46224,-2.52363,Private room,32,4,8,2021/10/20,2.73,2,52,8,
22084020,Apartment Double Bed with en-suite - Shirehampton,161321915,Don,,Avonmouth & Lawrence Weston,51.49123,-2.67772,Private room,25,3,4,2018/3/2,0.09,1,206,0,
22117011,Clifton Apartment with Parking,101463283,Susan,,Clifton,51.45353,-2.61862,Entire home/apt,199,3,8,2021/9/6,0.18,2,25,2,
22154299,"Modern, fresh & spacious apartment with parking",236481623,Mairead,,Southville,51.44405,-2.5904,Entire home/apt,139,2,270,2019/11/29,6.29,19,246,52,
22238632,Prince Street Studio 11,65192629,Hopewell,,Central,51.45135,-2.59738,Entire home/apt,90,1,46,2018/8/12,1.1,141,20,3,
22477747,Wonderful private flat with free on-street parking,9172761,(Email hidden by Airbnb),,Bishopston & Ashley Down,51.48007,-2.58025,Entire home/apt,51,2,292,2018/11/3,6.38,2,0,31,
22495628,"higgihaus (#46, 2-3 Bed ). Small Groups. Hip Location. Sleeps 4 - 6.",164934575,Luke,,Clifton Down,51.46629,-2.60794,Entire home/apt,251,1,71,2021/7/11,1.54,12,0,2,
22501693,"Own floor & entrance nr TMeads, Bristol",88960846,Michelle,,Windmill Hill,51.44297,-2.58055,Private room,55,1,241,2019/2/18,6.18,1,141,31,
22575887,Artist's Townhouse with Views of Victoria Park,48405037,Johnny,,Windmill Hill,51.44072,-2.58941,Private room,35,1,59,2021/5/2,1.36,2,1,19,
22596557,"Comfortable room in peaceful, accessible location",8092256,Robin,,Stoke Bishop,51.48192,-2.63157,Private room,35,2,10,2021/10/3,0.24,1,0,2,
22625158,"Family friendly 5 bed, a short walk to Bristol",42363082,Matt,,Windmill Hill,51.43921,-2.57659,Entire home/apt,118,7,6,2019/8/13,0.15,1,290,0,
22665199,Suite 1 at 31 Meridian Suites - Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,91,1,61,2019/4/9,1.5,141,2,9,
22665306,Suite 2 at 31 Meridian - Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,91,1,77,2019/7/30,2.02,141,0,14,
22665590,Suite 3 at 31 Meridian - Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,80,1,48,2018/11/17,1.23,141,36,4,
22665648,Suite 4 at 31 Meridian- Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,91,1,109,2019/9/6,2.43,141,120,6,
22666489,Suite 5 at 31 Meridian Suites- Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,99,1,216,2019/8/13,10.8,141,47,32,
22666598,Suite 6 at 31 Meridian Suites- Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,91,1,95,2019/10/22,2.16,141,0,4,
22666722,Suite 7 at 31 Meridian- Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,105,1,53,2019/6/27,1.23,141,28,0,
22667609,Suite 8 at 31 Meridian- Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Entire home/apt,100,1,94,2021/1/28,2.18,141,0,20,
22667854,Suite 9 at 31 Meridian- Hopewell,65192629,Hopewell,,Clifton,51.45586,-2.61077,Hotel room,91,1,43,2018/9/1,0.94,141,0,2,
22683171,Lovely Room in Excellent Bristol Location,35097126,David And Jill,,Bishopston & Ashley Down,51.48658,-2.58688,Private room,37,1,51,2020/3/12,1.38,1,54,0,
22695560,Double room with ensuite in central Bristol,38361348,Philippa,,Ashley,51.46117,-2.58458,Private room,39,2,98,2019/5/8,2.25,1,8,0,
22724768,"Clean, stylish and lovely 2 bedroom house w/garden",21869652,Josie,,Easton,51.4521,-2.55936,Entire home/apt,145,2,22,2021/9/5,0.49,2,81,7,
22757193,Bristol norfolk guest house,168084304,Kurtis,,Horfield,51.49024,-2.58521,Hotel room,60,30,6,2021/9/4,0.14,3,152,1,
22772461,Crews Hole maisonette,40312593,Steve,,Brislington East,51.45317,-2.53807,Private room,60,1,10,2021/9/27,3.19,1,77,10,
22813790,Central Haven,28931720,Sarah,,Ashley,51.46359,-2.58807,Private room,39,2,67,2021/10/5,2.25,2,32,11,
22899007,The Beeches,169487963,Christine,,Brislington East,51.4318,-2.53583,Entire home/apt,1129,2,59,2019/7/28,1.36,1,295,12,
22932847,Fantastic 2 Bedroom City Centre Apartment,15483311,Tim,,Ashley,51.461,-2.58555,Entire home/apt,140,1,63,2020/4/9,1.58,1,344,19,
22935217,Ideal base for exploring Bristol and Bath,23763156,Holly,,Brislington West,51.44326,-2.56721,Private room,55,1,122,2019/5/17,3.07,1,328,33,
22977914,Roomy Comfortable Double Room Street Parking,62911460,Jane,,Stoke Bishop,51.48501,-2.64679,Private room,28,1,11,2019/4/21,0.25,1,266,0,
22984209,Three bedroom maisonette near Bristol Harbourside,43800815,Olivia,,Southville,51.44148,-2.59932,Entire home/apt,79,3,238,2019/7/12,7.61,3,0,0,
23003996,Beautiful room on the Top Floor of Artistic House,87714363,Hilary,,Central,51.46357,-2.59141,Private room,50,2,24,2018/7/22,0.88,2,36,0,
23035878,Spacious self-contained attic with en suite,170938785,Sarah,,Frome Vale,51.48816,-2.548,Private room,35,1,257,2021/8/20,6.82,1,91,73,
23083602,Private room close to Cabot Circus&City Centre,15752742,Irene & Jorge,,Lawrence Hill,51.45856,-2.57803,Private room,41,1,75,2019/9/16,1.83,2,303,19,
23098727,Outstanding Stylish Townhouse in Prime Location,15166604,Fran,,Cotham,51.46488,-2.60219,Entire home/apt,201,2,20,2019/5/19,0.45,1,202,0,
23247590,Clifton Coach House With Off Street Secure Parking,6316569,Joe,,Clifton,51.45627,-2.61156,Entire home/apt,155,7,28,2020/3/6,0.67,1,97,2,
23286595,Elegant 1 bed Clifton Down flat with parking,173342713,Andie,,Clifton Down,51.46518,-2.60744,Entire home/apt,78,28,51,2019/7/7,1.39,1,0,0,
23318092,Funky flat in the heart of Bristol - free parking,173644205,Charlie,,Ashley,51.46317,-2.58412,Entire home/apt,105,1,207,2020/10/5,5.04,1,333,39,
23320983,Spacious loft room overlooking nature reserve!,38990681,Martyn,,Eastville,51.47308,-2.55172,Private room,35,1,44,2019/4/21,1.02,1,7,9,
23342066,Harp Heaven,50360874,Martin,,Easton,51.46818,-2.55436,Entire home/apt,48,2,30,2021/9/10,0.75,1,53,4,
23386414,Kristina's Swedish Harbourside Getaway,65192629,Hopewell,,Hotwells & Harbourside,51.4491,-2.60675,Entire home/apt,149,1,33,2018/8/27,0.77,141,0,0,
23455451,MyCityHaven | Apartment in Vibrant St Pauls,51686051,Michael,,Ashley,51.46543,-2.58089,Entire home/apt,130,2,3,2018/10/1,0.08,11,22,0,
23465782,we are a small and cosy dwelling you will relax.,67905653,Margaret,,Hartcliffe & Withywood,51.40816,-2.62298,Shared room,35,1,26,2019/9/25,0.66,2,297,0,
23479308,Cozy bright flat with garden,118400883,Rafal,,St George Troopers Hill,51.45284,-2.52406,Entire home/apt,150,2,17,2021/9/20,0.39,2,0,2,
23658661,Hamilton Court 2 Bed Executive Apartment,103965413,Samuel(HM),,Central,51.46036,-2.5935,Entire home/apt,154,2,6,2021/10/10,0.18,5,196,3,
23674768,Prince Street Studio 3,65192629,Hopewell,,Central,51.4494,-2.59572,Hotel room,97,1,40,2018/8/12,0.93,141,0,2,
23683039,3 bed upside down house with views & ample parking,4881422,Lorraine,,Bishopston & Ashley Down,51.47619,-2.57931,Entire home/apt,164,2,60,2019/7/7,1.4,1,106,30,
23693305,Chic One Bed Apartment in Clifton,65192629,Hopewell,,Clifton Down,51.46057,-2.61189,Entire home/apt,86,2,138,2021/9/18,3.67,141,49,48,
23709418,Loft Apartment in Historic Building in Quiet Central Setting,31702286,Felix,,Hotwells & Harbourside,51.45461,-2.60294,Entire home/apt,201,1,148,2021/5/23,3.89,1,53,21,
23758696,Large Garden apartment - Clifton,125651447,Your Apartment,,Clifton,51.45554,-2.61163,Entire home/apt,285,1,40,2019/9/20,1.06,59,329,8,
23761061,Sunny double near the lively Glos Rd,39420240,Tulin,,Bishopston & Ashley Down,51.48363,-2.58069,Private room,30,1,21,2019/7/29,0.48,1,0,0,
23779479,Small home where you can relax.and enjoy yourself,67905653,Margaret,,Hartcliffe & Withywood,51.40731,-2.6236,Private room,25,1,41,2019/6/9,1.08,2,297,0,
23801196,Easton's Little Secret,90006015,Alistar,,Easton,51.46628,-2.56217,Entire home/apt,48,1,211,2020/8/17,5.77,1,333,61,
23801290,The Crafty Cow-Double Comfort Ensuite with Shower,178585719,Graham,,Horfield,51.49336,-2.58234,Private room,71,1,2,2021/4/26,0.06,2,343,1,
23801935,The Crafty Cow-Double Standard Ensuite with Shower,178585719,Graham,,Horfield,51.49315,-2.58273,Private room,81,1,6,2021/8/31,0.16,2,357,4,
23877506,Warm & Comfortable room - centrally located,2401201,Jane,,Avonmouth & Lawrence Weston,51.49921,-2.69774,Private room,32,3,61,2019/9/8,1.58,3,85,17,
23909291,Perfect Central Location near Clifton Triangle,1654827,Karoona,,Clifton,51.45746,-2.61275,Private room,34,3,5,2021/9/4,0.12,1,20,1,
23940228,Grand Victorian Apartment in Sought-After Clifton,146640302,Martyn,,Clifton Down,51.46347,-2.61532,Entire home/apt,148,1,194,2021/8/17,5.3,1,242,57,
24018580,Spacious Apt with central location & Queen Bed,32862540,Patrycja,,Central,51.45457,-2.59276,Entire home/apt,107,2,109,2021/8/13,2.59,9,92,33,
24055957,"Charming Cosy Coach House in Fishponds, Bristol",148942528,Paul,,Hillfields,51.46703,-2.51514,Entire home/apt,69,5,27,2021/9/30,0.87,1,274,5,
24173958,Wonderful 2 Bedroom Bristol Home - Sleeps 4,5295772,Willy,,Bedminster,51.44046,-2.60179,Entire home/apt,162,50,9,2018/10/12,0.21,1,180,0,
24198779,Prince Street Studio 2,65192629,Hopewell,,Central,51.45049,-2.59586,Hotel room,80,1,39,2018/10/21,1.55,141,0,3,
24216471,Prince Street Studio 7,65192629,Hopewell,,Central,51.45043,-2.59706,Entire home/apt,97,1,38,2018/10/16,0.93,141,12,1,
24216933,Prince Street Studio 5,65192629,Hopewell,,Central,51.44892,-2.59738,Entire home/apt,80,1,52,2020/8/12,1.32,141,268,8,
24217586,Prince Street Studio 1,65192629,Hopewell,,Central,51.44919,-2.59763,Private room,97,1,27,2020/2/9,0.66,141,0,0,
24218509,Prince Street Studio  4,65192629,Hopewell,,Central,51.45024,-2.59774,Entire home/apt,97,1,151,2021/9/22,4.17,141,0,39,
24218715,Prince Street Studio 6,65192629,Hopewell,,Central,51.45001,-2.59577,Entire home/apt,80,1,43,2019/7/7,1.27,141,0,1,
24219138,Prince Street Studio 8,65192629,Hopewell,,Central,51.44897,-2.59759,Entire home/apt,80,1,124,2020/1/12,4.59,141,28,23,
24219386,Prince Street Studio 9,65192629,Hopewell,,Central,51.44891,-2.59696,Entire home/apt,80,1,11,2021/10/4,0.42,141,147,5,
24219492,Prince Street Studio 10,65192629,Hopewell,,Central,51.44946,-2.5972,Entire home/apt,80,1,30,2019/6/11,0.72,141,0,0,
24238429,ýýýBohemian Bedroom ýýýGardenýýý Vibrant Art Quarterýýý,77416781,Oliver,,Cotham,51.46769,-2.59288,Private room,36,1,127,2019/7/11,3.14,1,320,24,
24241947,"City centre, 2 bedroom with garden on Portland sq",3877537,Mel,,Ashley,51.46126,-2.58598,Entire home/apt,111,1,69,2020/6/4,3.14,1,0,6,
24242456,Lovely Relaxing Bishopston Victorian Family Home,4839930,Patrick,,Ashley,51.47509,-2.58312,Entire home/apt,136,3,21,2021/8/30,0.79,1,0,7,
