id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
24257440,Bishopston bolt hole,182900839,Annette,,Redland,51.47626,-2.59443,Entire home/apt,100,7,14,2021/7/18,0.34,2,330,8,
24261328,Cosy double room in-between centre and airport.,44979965,Chris,,Bedminster,51.43227,-2.62582,Private room,45,1,4,2020/2/18,0.09,2,220,0,
24317219,Norfolk guest house single,168084304,Kurtis,,Horfield,51.49007,-2.58541,Hotel room,53,5,2,2019/9/29,0.1,3,354,0,
24333995,Double room and private bathroom in modern flat,12543798,Ant,,Lawrence Hill,51.45803,-2.5796,Private room,36,1,62,2021/10/24,1.6,1,0,32,
24374131,Double room in Bristol's cultural quarter.,133895625,Mike,,Clifton Down,51.45842,-2.61066,Private room,36,2,55,2019/6/14,1.36,1,8,4,
24374815,Cosy En-suite room in Clifton,31085128,Damian,,Clifton Down,51.46797,-2.61635,Private room,50,2,102,2021/9/17,2.42,1,97,31,
24388910,The Castle - yourapartment,125651447,Your Apartment,,Central,51.4541,-2.59214,Entire home/apt,151,1,10,2021/8/30,0.24,59,249,1,
24456335,"Comfy, great nights sleep in Bristol",63388767,Samantha,,Avonmouth & Lawrence Weston,51.48889,-2.67124,Private room,30,1,16,2020/1/1,0.38,2,112,0,
24511799,Spacious house opposite a lovely park.,15918759,Michael,,Windmill Hill,51.4383,-2.58764,Entire home/apt,150,3,6,2019/8/5,0.16,1,0,2,
24552065,Deluxe Townhouse Next to Cabot Circus,7659170,Yvonne,,Ashley,51.46114,-2.58555,Entire home/apt,160,1,136,2021/7/25,3.39,1,0,36,
24562587,CENTRAL - FREE PARKING - STYLISH APT,185582135,Simon,,Central,51.45543,-2.59924,Entire home/apt,99,1,454,2021/10/16,11.63,1,33,61,
24711575,Urban Paradise... PETS TO FEED! **SPECIAL RATE**,18414383,Jess,,Hotwells & Harbourside,51.45475,-2.60615,Entire home/apt,98,14,10,2019/2/24,0.25,2,44,0,
24713264,Gorgeous Georgian House with garden in Bristol.,8529673,Helen,,Ashley,51.46862,-2.58495,Entire home/apt,299,2,17,2018/8/13,0.42,1,0,3,
24722526,What a view too!,27909992,Jeremy,,St George Troopers Hill,51.45335,-2.53453,Private room,20,1,32,2018/9/16,0.97,2,0,0,
24753550,Beautiful House in Bristol with Garden,124001680,Mike & Vita,,St George West,51.45989,-2.55381,Entire home/apt,103,2,21,2021/10/15,0.49,1,288,13,
24777669,Gorgeous & Light Victorian Home - Private Garden,156091437,Heather,,Ashley,51.47199,-2.57511,Entire home/apt,104,2,97,2020/10/12,2.33,1,11,38,
24805794,Modern Bristol apartment right in the city centre,43508379,Julian,,Central,51.4547,-2.59213,Entire home/apt,98,2,89,2021/10/4,2.28,1,260,35,
24890865,Double room close to City Centre,79009580,Kate,,Lawrence Hill,51.45687,-2.56525,Private room,29,2,15,2020/2/26,0.38,3,239,0,
24892608,"Fab Ensuite Double,  harbour & breakfast",1455341,Kieran,,Central,51.44773,-2.59281,Private room,46,2,226,2020/2/15,5.69,2,45,6,
25063942,Picture House Apartments on Whiteladies Road,65192629,Hopewell,,Clifton Down,51.46232,-2.60886,Hotel room,121,1,43,2018/11/4,2.25,141,0,0,
25100991,"Spacious, Peaceful Garden-Facing Bedroom",90182477,Lisa,,Westbury-on-Trym & Henleaze,51.4839,-2.59962,Private room,28,1,78,2018/9/15,2.07,2,22,4,
25103488,Lovely 2 bedroom flat close to city centre,79009580,Kate,,Lawrence Hill,51.45856,-2.5653,Entire home/apt,74,7,53,2021/10/1,2.39,3,242,13,
25290797,Heart of Old Town Two bedroom apartment,32862540,Patrycja,,Central,51.45558,-2.59238,Entire home/apt,121,2,74,2019/12/19,1.8,9,150,34,
25384144,Lovely quiet double room close to Gloucester Rd,191647818,Sarah,,Bishopston & Ashley Down,51.48129,-2.59533,Private room,29,1,120,2020/2/2,3.36,1,19,0,
25416185,Delightful attic space across 2 double rooms/snug,191845825,Laura,,Lawrence Hill,51.46705,-2.56737,Private room,44,2,49,2020/10/9,1.19,1,352,3,
25424957,Beautiful large Clifton townhouse,78762235,Anna,,Clifton,51.45336,-2.62444,Entire home/apt,360,3,23,2021/5/27,1.03,1,289,10,
25527787,Central retreat,134817141,Demetris,,Ashley,51.46025,-2.58966,Entire home/apt,71,3,92,2019/12/22,2.3,1,265,24,
25569542,Beautiful two bedroom house in vibrant Easton,46314097,Anna,,Lawrence Hill,51.46408,-2.56591,Entire home/apt,93,2,12,2019/1/31,0.29,1,121,0,
25616612,Casita Paraiso Eco Chalet,98828449,Anita,,Ashley,51.46839,-2.58557,Private room,37,2,151,2019/2/28,4.06,1,139,21,
25623108,City of Bristol Home with a View,18742177,Anna,,Cotham,51.46501,-2.59021,Entire home/apt,97,2,93,2021/8/9,2.4,1,8,26,
25801498,Stylish Studio Apartment in Clifton Village,193452021,Gabrielle,,Clifton,51.45605,-2.62086,Entire home/apt,76,1,97,2021/6/30,2.44,1,337,23,
25820166,"Windmill Hill- spacious, sunny, comfortable room",7090922,Penny,,Windmill Hill,51.43883,-2.59466,Private room,54,1,100,2021/8/10,3.55,1,29,27,
25901820,"Bright, Spacious Gem in Heart of Bristol!",194649289,Sande,,Ashley,51.46529,-2.58806,Entire home/apt,92,2,75,2020/3/12,1.98,1,0,0,
25908248,Stylish 2 Bed * Stunning Open-Plan Space * Garden,17109598,Anna,,Ashley,51.46783,-2.58695,Entire home/apt,204,2,25,2019/8/18,0.61,1,0,3,
25908808,Stylish city centre Penthouse Apartment + parking,194709390,Louise,,Central,51.45165,-2.59271,Entire home/apt,164,1,362,2021/8/28,9.2,1,139,68,
25910822,"Roof garden flat, Royal York Crescent (Room)",34677671,Thomas,,Clifton,51.45533,-2.61957,Private room,40,1,127,2021/9/17,3.2,2,0,2,
25967696,Hamilton Court 1 Bed Superior Apartment,103965413,Samuel(HM),,Central,51.46036,-2.5935,Entire home/apt,118,1,17,2020/9/2,0.43,5,343,11,
25967724,Hamilton Court 2 Bed Superior Apartment,103965413,Samuel(HM),,Central,51.46085,-2.59275,Entire home/apt,166,1,9,2021/10/3,0.34,5,184,6,
25969056,Spacious basement flat in the heart of Clifton.,22996582,Jonathan,,Clifton Down,51.46107,-2.61358,Entire home/apt,55,3,24,2019/7/24,0.6,1,52,0,
25993128,Hamilton Court 1 Bed Studio Apartment,103965413,Samuel(HM),,Central,51.46036,-2.5935,Entire home/apt,102,1,0,,,5,7,0,
25993140,Hamilton Court 1.5 Bedroom Apartment,103965413,Samuel(HM),,Central,51.46036,-2.5935,Entire home/apt,140,1,6,2021/10/24,0.22,5,0,5,
26026492,The Barley Mow centrally located 3 bed apartment,195602842,Domhnaill,,Lawrence Hill,51.45219,-2.57833,Entire home/apt,137,1,115,2019/8/23,2.96,1,336,19,
26027311,Entire Flat - in Gorgeous New Quiet Eco-Build,5732061,Celine,,Ashley,51.46879,-2.58045,Entire home/apt,111,1,46,2021/6/1,1.13,1,2,22,
26102421,Unique woodland yurt in the city with huge garden,20999681,Artemis,,Ashley,51.47303,-2.57591,Private room,50,2,41,2021/8/27,1.03,1,48,9,
26118967,Bright comfortable house in trendy neighbourhood,5210613,Josephine,,Ashley,51.47025,-2.57279,Entire home/apt,30,30,3,2021/8/31,0.13,1,105,1,
26162631,Best of Cotham,1293656,Borko,,Cotham,51.46614,-2.59706,Entire home/apt,81,2,14,2021/5/3,0.36,1,0,2,
26383914,"Quiet, spacious period house in Redland",197909305,Andy,,Cotham,51.46938,-2.60413,Entire home/apt,214,3,41,2019/7/22,1.19,1,44,8,
26635769,"Spacious period family home Bishopston, Bristol",30487611,Michelle,,Redland,51.47526,-2.59277,Entire home/apt,134,1,34,2019/4/12,0.88,1,26,6,
26703717,Light single bedroom Victorian house nr University,45194983,Martha,,Cotham,51.46439,-2.60407,Private room,39,2,61,2021/5/6,2.25,1,123,21,
26775544,Berkeley Sq Pads 5 - yourapartment,125651447,Your Apartment,,Hotwells & Harbourside,51.45566,-2.60695,Entire home/apt,139,1,39,2020/7/11,0.98,59,323,6,
26787293,Private room in South Bristol,200299279,Charles,,Filwood,51.42273,-2.58033,Private room,25,4,23,2021/7/28,0.65,1,25,9,
26903330,Family home in Bedminster,7562096,Zoe,,Bishopsworth,51.42967,-2.60756,Private room,30,1,78,2019/6/11,1.96,1,80,21,
26931565,No 53. Boho House,12629325,Daisy,,St George West,51.46107,-2.55156,Private room,68,3,12,2021/8/13,0.31,2,80,2,
26956159,City flat close to restaurants and bars,21641649,Jo,,Bishopston & Ashley Down,51.4753,-2.58963,Entire home/apt,99,2,38,2021/10/10,1.3,1,58,10,
26974173,Beaufort House 2 Bedroom Executive Apartment,201996822,Samuel(BH),,Clifton Down,51.46466,-2.61723,Entire home/apt,189,1,24,2021/10/4,24,3,334,18,
26974850,Beaufort House 2 Bedroom Superior Apartment,201996822,Samuel(BH),,Clifton Down,51.46466,-2.61723,Entire home/apt,201,1,4,2021/6/28,0.12,3,313,3,
26986217,Vintage room available St Nicholas Markets (32),54503007,Patrick,,Central,51.45349,-2.59331,Private room,53,1,201,2020/10/4,5.6,7,283,15,
26986486,Retro vintage room in Bristol centre (31),54503007,Patrick,,Central,51.45339,-2.59216,Private room,53,1,166,2019/8/18,4.92,7,276,9,
26991056,Small double bed in modern 3 bed house with gym,16411889,Peter,,Southville,51.44286,-2.61593,Private room,42,1,55,2018/10/28,1.51,2,53,16,
27004486,Revamped Flat in Georgian Heritage Home,199783633,Kate,,Hotwells & Harbourside,51.45384,-2.607,Entire home/apt,115,2,171,2019/9/15,5.61,1,122,42,
27017815,Clean light bright room next to Eastville Park,193429853,Bonny,,Eastville,51.47357,-2.55492,Private room,26,1,4,2021/10/20,4,1,330,4,
27021221,Double bedroom en-suite in Stoke Bishop,19325448,Inge,,Stoke Bishop,51.48206,-2.64231,Private room,50,2,8,2020/10/19,0.23,1,145,0,
27043484,City Of Bristol Loft Space,53437015,Simon,,Knowle,51.43811,-2.57402,Private room,32,1,37,2021/7/1,1.28,1,13,7,
27071310,Cosy double room in St Andrews with lovely garden,116218968,Daniel,,Ashley,51.46985,-2.59066,Private room,46,1,16,2021/9/21,0.41,2,120,8,
27123784,"6  or 7 bedroom flat, city centre Stag/Hen welcome",54503007,Patrick,,Central,51.45354,-2.59283,Entire home/apt,457,1,44,2021/10/17,1.12,7,317,8,
27130712,higgihaus Apartment (#26). Cool. Quirky. Stylish. Awesome Central Location.,164934575,Luke,,Central,51.45947,-2.58416,Entire home/apt,71,1,97,2020/3/8,2.61,12,57,1,
27135841,higgihaus Apartment (#23). Cool. Quirky. Stylish. Awesome Central Location.,164934575,Luke,,Ashley,51.46061,-2.58486,Entire home/apt,71,1,66,2019/8/4,2.49,12,55,0,
27185803,Cotham Lawn One Bed Studio Apartment,201491449,Samuel(CL),,Cotham,51.46291,-2.60363,Entire home/apt,102,1,1,2021/6/13,0.22,4,325,1,
27185820,Cotham Lawn Standard One Bedroom Apartment,201491449,Samuel(CL),,Cotham,51.46291,-2.60363,Entire home/apt,107,1,2,2021/6/1,0.31,4,338,2,
27185860,Cotham Lawn One Bedroom Superior Apartment,201491449,Samuel(CL),,Cotham,51.46291,-2.60363,Entire home/apt,115,1,3,2021/9/30,0.13,4,221,2,
27185919,Cotham Lawn 2 Bed Superior Apartment,201491449,Samuel(CL),,Cotham,51.46291,-2.60363,Entire home/apt,165,1,1,2019/9/15,0.04,4,95,0,
27213583,Small single bedroom in the heart of Lawrence Hill,79009580,Kate,,Lawrence Hill,51.45765,-2.56637,Private room,25,2,19,2020/2/7,0.49,3,81,0,
27397464,City Centre Apartment Near Cabot Circus BS2 Area,173164894,Sarah,,Lawrence Hill,51.45677,-2.579,Entire home/apt,84,2,150,2021/7/7,4.28,1,160,42,
27477406,2-Bed Family Home with Sunny Garden,65192629,Hopewell,,Easton,51.46238,-2.56326,Entire home/apt,88,1,99,2021/7/22,2.89,141,0,23,
27564448,"Silbury Rd, Ashton Vale",61530225,Giovanni,,Bedminster,51.43497,-2.62854,Private room,31,2,50,2021/10/7,1.28,1,0,17,
27576084,The Old Bank - No.1 - Your Apartment,125651447,Your Apartment,,Brislington West,51.44248,-2.5601,Hotel room,121,1,16,2019/8/16,0.55,59,325,3,
27576492,The Old Bank - No. 2 - Your Apartment,125651447,Your Apartment,,Brislington West,51.44089,-2.56094,Entire home/apt,121,1,20,2020/12/31,0.51,59,326,6,
27576748,The Old Bank - No.3 - Your Apartment,125651447,Your Apartment,,Brislington West,51.4408,-2.56026,Entire home/apt,121,1,28,2021/9/12,0.72,59,305,9,
27587231,The Old Bank - No.4 - Your Apartment,125651447,Your Apartment,,Brislington West,51.44451,-2.554,Entire home/apt,121,1,12,2021/7/12,0.44,59,324,4,
27593797,Bristol City Centre Apartment with Parking,120383529,Sameep,,Hotwells & Harbourside,51.45128,-2.60206,Entire home/apt,108,1,94,2019/12/22,3.46,1,310,35,
27622534,"Woodburner, City View or Blanket box room",360195,Sarah,,Windmill Hill,51.43999,-2.59115,Private room,37,1,22,2021/10/22,0.73,5,31,7,
27696670,Attractive one bed flat in Clifton Village,209074663,Rozzy,,Clifton,51.45387,-2.61963,Hotel room,90,2,36,2021/7/10,0.94,1,353,11,
27822333,Bright 1 Bed in the Centre of Bristol,65192629,Hopewell,,Central,51.46141,-2.59085,Entire home/apt,89,1,49,2019/9/17,1.77,141,0,6,
27830397,A tranquil hideaway in Clifton Village,15363066,Shena,,Clifton,51.45252,-2.62102,Private room,54,2,135,2019/5/24,3.66,1,21,31,
27849133,"The Garden Flat - parking, Whiteladies & UoB",210321255,Anna,,Clifton Down,51.46237,-2.61065,Entire home/apt,64,3,216,2019/11/7,6.84,1,40,57,
27997624,"Gorgeous 3 Bedroom Town House In Clifton, Bristol",211085471,Natalie,,Clifton,51.45415,-2.62373,Entire home/apt,224,2,38,2021/4/23,1.04,1,99,26,
28007880,Lovely private room in a family home,211534713,Suzanna,,Lockleaze,51.48655,-2.56768,Private room,25,1,180,2019/4/28,5.58,1,170,39,
28094403,Double Room in Family Home close to city centre,150917219,Becky,,Knowle,51.4361,-2.57409,Private room,25,2,71,2021/10/18,1.89,1,304,37,
28140070,Ashley down studio flat,62109272,Mohamed,,Bishopston & Ashley Down,51.47852,-2.57969,Entire home/apt,40,1,11,2020/3/6,0.39,1,290,0,
28171946,City Of Bristol Apartment with Large Garden,60127103,Patrick,,Cotham,51.46902,-2.59537,Entire home/apt,100,2,41,2021/6/21,1.08,1,17,9,
28234444,No 75,213266388,Richard,,Horfield,51.49177,-2.57981,Private room,32,1,97,2019/1/3,2.77,1,163,36,
28253368,Self-contained studio in quiet leafy road,93489115,Kate,,Eastville,51.47915,-2.53965,Entire home/apt,60,1,89,2021/10/20,2.38,1,140,40,
28269452,Stunning peaceful apartment nr Bristol TempleMeads,16961112,Adam,,Brislington West,51.43629,-2.56117,Entire home/apt,106,2,51,2019/7/14,1.35,1,334,15,
28339361,Sunny and modern flat in a Georgian House,100517387,Hisham,,Eastville,51.48341,-2.55878,Entire home/apt,60,2,11,2021/9/9,0.29,2,0,1,
28357913,Furnished retro room in centre of Bristol (23),54503007,Patrick,,Central,51.45481,-2.59287,Private room,44,1,76,2019/7/28,2.23,7,285,3,
28384744,"Cosy ,rustic,self contained guest suite",214294715,Tony,,St George West,51.45999,-2.55282,Entire home/apt,43,2,175,2021/10/9,4.82,1,69,47,
28490291,Double bedroom in a sunny modern flat,100517387,Hisham,,Eastville,51.48357,-2.55675,Private room,30,1,65,2019/3/31,1.74,2,52,3,
28552319,"Flamingo House. Gorgeous, central for 7 guests.",67767608,Kirsten,,Windmill Hill,51.4377,-2.59618,Entire home/apt,1786,1,3,2020/8/30,0.08,5,358,0,
28635166,Characterful Family Home- close to city centre,12917949,Ollie & Katherine,,Southville,51.44321,-2.60285,Entire home/apt,151,2,11,2018/10/26,0.3,1,0,6,
28654560,[Rare!] BS3 Cozy Room Garden View Perfect Location,32808632,Chloï¿,,Bedminster,51.43636,-2.60424,Private room,39,1,27,2020/3/11,0.76,1,0,0,
28678621,Bright Modern Apartment in Bristol,19948901,Simon,,Knowle,51.44269,-2.56708,Entire home/apt,79,2,33,2019/11/17,0.91,1,310,9,
28731987,"Henleaze, en-suite king size double, free parking",16091010,Catherine,,Westbury-on-Trym & Henleaze,51.48994,-2.60082,Private room,37,2,49,2019/6/25,1.36,1,54,13,
28798214,Bristol Bed & Breakfast,179370960,Jenny,,Hotwells & Harbourside,51.4481,-2.60976,Private room,60,1,84,2019/7/8,2.26,1,6,14,
28904411,4-days-min. Groups working away & families welcome,67767608,Kirsten,,Windmill Hill,51.4377,-2.59618,Entire home/apt,414,4,3,2019/4/5,0.08,5,295,0,
28905732,Sunny central family home with great views,30760760,Susy,,Ashley,51.46998,-2.5869,Entire home/apt,120,2,10,2021/8/22,0.36,1,25,3,
29087234,Lovely room in private house,43873674,Jackie,,Bishopston & Ashley Down,51.47634,-2.58945,Private room,41,2,24,2021/10/16,0.81,1,86,8,
29185738,Beautiful Healing Retreat with Forest Views.,973549,Joy,,Brislington East,51.44404,-2.54161,Private room,75,1,10,2021/9/25,0.28,1,74,2,
29416965,"Victorian house, bedroom and separate  bathroom",20605126,Val,,Clifton Down,51.46994,-2.61011,Private room,50,1,7,2020/3/8,0.26,2,35,0,
29530787,Beautiful Blue Room in Artistic household,87714363,Hilary,,Cotham,51.46385,-2.59162,Private room,50,2,5,2020/2/10,0.14,2,36,0,
29533769,Bright room in the centre of Bristol (21),54503007,Patrick,,Central,51.45445,-2.59277,Private room,44,1,77,2021/9/30,2.15,7,285,13,
29542546,Garden Double Bed & Ensuite in Trendy St.Werburghs,79599223,Ralph,,Ashley,51.46775,-2.57278,Private room,25,3,62,2019/1/3,1.82,2,147,5,
29621715,Modern Holiday Home with Hot Tub,171178909,Ashley,,Avonmouth & Lawrence Weston,51.50331,-2.65346,Entire home/apt,90,2,124,2019/7/15,3.53,1,146,34,
29878335,Double Room in Southville,27540782,Sophia,,Southville,51.44453,-2.60589,Private room,38,3,5,2021/7/11,0.15,3,22,4,
29905529,Quality double above a friendly funky pub.,32515363,Willow,,St George West,51.45838,-2.55154,Private room,85,1,27,2021/9/30,0.75,3,330,9,
29906542,Quality King above a funky friendly Bristol pub,32515363,Willow,,St George West,51.46009,-2.5529,Hotel room,85,1,30,2021/8/21,0.85,3,346,18,
29926239,Cosy Room in a Friendly House,49188646,Damian & Irisa,,Filwood,51.4264,-2.59025,Private room,21,5,86,2021/8/20,3.13,1,10,1,
29980982,Cosy Victorian home 10 min bus Bristol city centre,35116208,Helen,,Lawrence Hill,51.46257,-2.56874,Private room,31,2,117,2018/11/22,3.85,3,295,30,
30040039,Victorian townhouse in cosmopolitian Montpelier,219288156,Jaki & Tony,,Ashley,51.46795,-2.58291,Private room,39,1,154,2020/2/19,5.1,1,107,38,
30056098,Queens Apartments- Large Clifton Triangle Studio.,65192629,Hopewell,,Central,51.4566,-2.60417,Entire home/apt,97,1,25,2020/1/10,0.84,141,0,0,
30063807,Fishponds Lodge,32862540,Patrycja,,Eastville,51.47345,-2.55125,Entire home/apt,731,1,21,2021/10/10,0.68,9,333,10,
30082363,R1 LARGE ROOM WITH COMFY BEDS,32862540,Patrycja,,Eastville,51.47336,-2.55128,Private room,51,1,54,2019/5/29,1.76,9,345,2,
30083933,1 Bedroom App +parking,65192629,Hopewell,,Ashley,51.46102,-2.59067,Entire home/apt,121,1,26,2018/11/27,0.74,141,0,3,
30109319,Private room available in character BS9 home,6164180,Simon,,Stoke Bishop,51.47337,-2.63594,Private room,40,2,34,2019/10/12,1.64,1,103,5,
30124216,R2 LARGE ROOM WITH PRIVATE BATHROOM,32862540,Patrycja,,Eastville,51.47326,-2.55039,Private room,58,1,53,2018/12/28,1.51,9,345,5,
30124359,R3 QUIET LARGE ROOM,32862540,Patrycja,,Eastville,51.47356,-2.54999,Private room,51,1,50,2019/5/7,1.41,9,353,1,
30124441,R5 BEAUTIFUL ROOM ON ATTIC,32862540,Patrycja,,Eastville,51.47405,-2.55047,Private room,51,1,49,2019/2/18,1.39,9,0,7,
30142663,The Alma Taverns Boutique Suites - Room 1 - Hopewell,65192629,Hopewell,,Clifton Down,51.46255,-2.61483,Hotel room,66,1,81,2019/10/3,2.4,141,326,10,
30144539,The Alma Taverns Boutique Suites Room 2 - Hopewell,65192629,Hopewell,,Clifton Down,51.46255,-2.61483,Hotel room,54,1,72,2020/8/23,2.6,141,333,38,
30192770,The Alma Taverns Boutique Suites - Room 3 - Hopewell,65192629,Hopewell,,Clifton,51.46251,-2.617,Hotel room,54,1,53,2021/10/19,1.57,141,332,17,
30192991,The Alma Taverns Boutique Suites - Room 4 - Hopewell,65192629,Hopewell,,Clifton Down,51.46255,-2.61483,Private room,66,1,45,2021/5/21,1.33,141,336,1,
30193144,The Alma Taverns Boutique Suites - Room 5 - Hopewell,65192629,Hopewell,,Clifton Down,51.46255,-2.61483,Hotel room,98,1,50,2020/8/14,1.5,141,330,10,
30261678,Double Bed Musicians Den in Trendy St. Werburghs,79599223,Ralph,,Ashley,51.46775,-2.57278,Private room,31,4,17,2020/10/1,0.48,2,40,0,
30308613,Stylish flat next to Temple Meads train station,227623232,Ana,,Lawrence Hill,51.45318,-2.58,Entire home/apt,75,3,48,2019/7/15,1.47,2,0,11,
30317406,Bedroom in central flat by Temple Meads Station,33280680,Ulrike,,Lawrence Hill,51.45219,-2.57849,Private room,32,2,23,2021/8/19,1.08,1,20,6,
30398903,Cuthbert House - Two Double Bedrooms,73802134,Alys,,Brislington West,51.43938,-2.55303,Entire home/apt,86,3,26,2021/10/20,0.97,1,29,18,
30420115,Cosy Tree House with private balcony + lake view,23560849,Ruby,,Eastville,51.47879,-2.5555,Entire home/apt,87,2,86,2021/10/13,2.47,2,278,21,
30423033,"Cool, arty, family home in Bristol",12159297,Dom,,Cotham,51.46779,-2.60699,Entire home/apt,280,2,56,2020/1/1,1.83,1,2,10,
30699166,Mon-Fri Hotel Quality Living-Near M4/M5 & City R2,65463753,Kiron,,Henbury & Brentry,51.5067,-2.6117,Private room,42,1,2,2019/10/31,0.08,3,283,0,
30702039,Self-Contained Annexe Flat with Parking & Garden,11788371,Florina,,Southmead,51.50589,-2.59562,Entire home/apt,45,1,91,2021/5/22,2.76,1,129,22,
